        CG/HBCS        CG/ScaleStar
1        8.17        0.08
2        20.59        0.16
3        19.85        0.47
4        10.02        1.21
5        13.60        -0.39
6        5.25        -0.20
7        0.99        -0.40
8        0.99        0.46
9        4.84        0.12
10        1.30        3.39
11        2.79        6.61
12        4.99        9.94
13        8.02        12.87
14        10.05        14.79
15        10.66        16.80
16        11.65        18.59
17        13.32        20.45
18        14.18        21.83
19        15.70        23.22
20        0.00        24.56
