        CG/HBCS        CG/ScaleStar
1        36.50        0.12
2        40.14        -0.02
3        27.11        5.16
4        14.53        15.08
5        1.06        21.28
6        2.05        25.47
7        3.32        28.59
8        4.73        30.95
9        5.79        32.82
10        6.70        34.35
11        7.03        35.59
12        7.44        36.63
13        7.67        37.50
14        8.23        38.28
15        8.54        38.94
16        8.62        39.53
17        9.07        40.04
18        9.30        40.50
19        9.28        40.94
20        0.00        41.31
