        CG/HBCS        CG/ScaleStar
1        38.86        0.10
2        42.09        0.05
3        25.64        7.04
4        12.74        16.46
5        0.21        22.38
6        1.54        26.43
7        3.51        29.44
8        4.62        31.70
9        5.51        33.48
10        6.34        35.01
11        6.94        36.17
12        7.29        37.16
13        7.71        38.02
14        7.78        38.72
15        8.10        39.36
16        8.51        39.97
17        8.70        40.47
18        8.92        40.92
19        8.97        41.32
20        0.00        41.67
