        CG/HBCS        CG/ScaleStar
1        32.18        0.04
2        35.26        0.30
3        27.46        0.02
4        10.11        -1.60
5        8.31        7.25
6        0.48        13.93
7        2.51        17.87
8        5.38        21.77
9        6.65        24.67
10        6.77        26.73
11        7.95        28.70
12        8.67        30.22
13        9.60        31.51
14        10.19        32.75
15        10.87        33.65
16        11.23        34.63
17        11.53        35.45
18        11.62        36.14
19        12.33        36.80
20        0.00        37.39
