        CG/HBCS        CG/ScaleStar
1        33.25        0.13
2        36.71        -0.53
3        30.65        -0.72
4        16.00        7.31
5        0.23        14.86
6        1.56        20.16
7        2.65        23.66
8        4.78        26.62
9        6.24        28.93
10        7.34        30.89
11        7.66        32.34
12        8.14        33.62
13        8.99        34.73
14        9.87        35.73
15        10.17        36.57
16        10.23        37.24
17        10.18        37.90
18        10.19        38.48
19        10.41        39.02
20        0.00        39.48
