        CG/HBCS        CG/ScaleStar
1        31.97        0.13
2        33.99        0.26
3        31.37        -0.03
4        12.43        -0.88
5        7.88        4.41
6        1.25        10.59
7        1.75        15.88
8        4.99        19.80
9        6.15        22.45
10        7.71        25.03
11        8.51        26.85
12        9.43        28.72
13        9.65        30.10
14        10.56        31.34
15        11.55        32.47
16        12.03        33.42
17        12.48        34.29
18        12.89        35.02
19        12.95        35.75
20        0.00        36.41
