        CG/HBCS        CG/ScaleStar
1        21.89        0.14
2        24.61        0.23
3        28.02        0.32
4        29.32        0.01
5        16.33        0.22
6        1.76        0.15
7        1.32        5.70
8        3.50        10.54
9        6.10        14.47
10        6.98        17.45
11        7.93        20.15
12        8.15        22.29
13        9.75        24.26
14        10.76        25.83
15        11.79        27.13
16        12.62        28.57
17        12.82        29.56
18        14.04        30.60
19        14.62        31.47
20        0.00        32.38
