        CG/HBCS        CG/ScaleStar
1        41.25        0.12
2        40.89        0.06
3        31.39        10.24
4        4.79        19.20
5        0.55        24.84
6        2.39        28.52
7        3.57        31.22
8        4.47        33.25
9        5.44        34.87
10        6.04        36.22
11        6.62        37.31
12        6.99        38.21
13        7.34        39.03
14        7.71        39.70
15        7.80        40.25
16        8.04        40.78
17        8.01        41.22
18        8.31        41.64
19        8.39        42.02
20        8.35        42.34
