        CG/HBCS        CG/ScaleStar
1        29.48        -1.95
2        34.01        0.09
3        34.97        -0.11
4        18.91        0.06
5        2.26        1.55
6        0.66        7.97
7        1.58        13.42
8        3.00        17.00
9        5.88        20.49
10        7.26        22.84
11        8.97        25.25
12        9.81        26.77
13        10.56        28.60
14        10.79        29.81
15        11.57        31.12
16        12.50        32.12
17        12.23        33.06
18        12.79        33.85
19        13.39        34.62
20        0.00        35.32
