        CG/HBCS        CG/ScaleStar
1        33.03        0.13
2        38.55        -0.09
3        31.81        -2.04
4        6.71        8.99
5        1.69        16.55
6        0.97        21.51
7        3.63        25.25
8        5.18        28.01
9        6.00        30.08
10        6.89        31.80
11        7.45        33.23
12        8.33        34.49
13        8.91        35.55
14        9.08        36.45
15        9.32        37.18
16        9.54        37.88
17        9.74        38.50
18        9.84        39.06
19        10.19        39.56
20        0.00        39.98
