        CG/HBCS        CG/ScaleStar
1        32.41        0.10
2        35.16        0.15
3        22.77        -0.00
4        17.93        2.38
5        6.03        10.18
6        1.04        16.14
7        3.75        20.50
8        4.65        23.47
9        5.98        26.26
10        7.15        28.37
11        8.24        30.00
12        8.91        31.47
13        9.79        32.76
14        10.20        33.85
15        10.19        34.75
16        10.50        35.62
17        10.75        36.31
18        11.42        36.98
19        11.71        37.62
20        0.00        38.16
