        CG/HBCS        CG/ScaleStar
1        39.88        0.25
2        41.30        0.07
3        28.90        8.70
4        4.68        17.77
5        -0.12        23.44
6        1.76        27.52
7        3.50        30.29
8        4.53        32.54
9        5.39        34.26
10        6.25        35.67
11        6.75        36.77
12        7.15        37.72
13        7.51        38.52
14        7.90        39.23
15        7.87        39.82
16        8.11        40.37
17        8.40        40.86
18        8.61        41.28
19        8.62        41.68
20        0.00        42.01
