        CG/HBCS        CG/ScaleStar
1        31.92        -0.06
2        35.21        0.22
3        31.01        0.06
4        9.41        0.11
5        5.47        4.46
6        0.79        10.66
7        1.72        15.89
8        4.67        19.82
9        6.66        22.63
10        8.02        25.12
11        8.69        26.94
12        9.49        28.74
13        10.14        30.12
14        10.70        31.42
15        11.08        32.49
16        11.51        33.38
17        12.17        34.31
18        12.73        35.06
19        12.95        35.75
20        0.00        36.40
