        CG/HBCS        CG/ScaleStar
1        32.95        0.04
2        35.18        0.31
3        24.79        0.02
4        11.47        -1.24
5        8.38        7.42
6        0.54        14.03
7        2.66        18.03
8        4.96        21.87
9        6.65        24.79
10        6.99        26.85
11        8.12        28.81
12        8.76        30.40
13        9.77        31.62
14        10.56        32.84
15        10.67        33.76
16        11.16        34.70
17        11.48        35.52
18        11.68        36.19
19        12.03        36.88
20        12.28        37.47
