        CG/HBCS        CG/ScaleStar
1        34.89        0.04
2        41.46        0.14
3        30.21        3.39
4        8.54        13.63
5        -0.03        20.06
6        2.08        24.39
7        3.41        27.49
8        4.39        29.95
9        5.53        31.88
10        6.78        33.54
11        7.55        34.85
12        7.75        35.97
13        8.10        36.94
14        8.61        37.74
15        8.79        38.45
16        9.22        39.07
17        9.28        39.62
18        9.26        40.11
19        9.47        40.57
20        0.00        40.95
