        CG/HBCS        CG/ScaleStar
1        22.62        -4.01
2        28.92        0.23
3        34.23        0.25
4        26.95        -0.01
5        4.63        -0.56
6        0.72        4.25
7        1.32        9.04
8        4.11        14.33
9        3.46        17.27
10        6.62        20.65
11        7.97        22.76
12        9.80        24.98
13        10.37        26.52
14        11.68        28.13
15        12.60        29.36
16        13.15        30.50
17        13.18        31.48
18        13.77        32.45
19        13.40        33.25
20        0.00        34.00
