        CG/HBCS        CG/ScaleStar
1        30.04        -1.40
2        32.29        0.21
3        35.15        -0.17
4        19.89        0.17
5        2.74        1.54
6        0.23        7.78
7        1.20        13.42
8        3.04        17.07
9        5.57        20.57
10        7.47        22.96
11        9.05        25.30
12        9.77        26.97
13        11.13        28.74
14        10.87        29.99
15        11.09        31.21
16        11.06        32.16
17        12.14        33.14
18        12.58        33.96
19        12.87        34.70
20        0.00        35.39
