        CG/HBCS        CG/ScaleStar
1        33.19        0.05
2        34.44        0.12
3        27.92        -0.01
4        11.73        -0.80
5        10.91        7.67
6        0.46        13.97
7        3.04        18.07
8        4.95        21.80
9        6.33        24.64
10        6.94        26.72
11        7.67        28.75
12        9.18        30.28
13        10.07        31.58
14        10.82        32.77
15        11.13        33.72
16        11.55        34.64
17        11.54        35.45
18        11.68        36.09
19        11.88        36.77
20        0.00        37.34
