        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        1.74        1.74
3        0.00        0.00
4        13.48        0.00
5        0.00        0.00
6        1.29        1.29
7        15.65        1.45
8        0.00        0.00
9        26.46        0.00
10        10.99        0.00
11        0.00        0.64
12        0.00        0.64
13        2.52        0.00
14        -0.26        0.00
15        5.44        0.00
16        8.29        3.01
17        9.93        4.75
18        4.90        7.76
19        6.31        9.13
20        0.00        12.14
