        CG/HBCS        CG/ScaleStar
1        19.06        0.67
2        20.70        0.16
3        15.17        0.48
4        22.25        0.00
5        23.59        0.17
6        12.23        0.25
7        1.39        1.40
8        1.79        6.07
9        5.64        10.14
10        7.25        13.94
11        8.44        16.60
12        10.60        19.05
13        11.67        21.22
14        11.04        22.90
15        11.99        24.71
16        12.63        25.99
17        13.12        27.12
18        13.27        28.37
19        14.46        29.35
20        0.00        30.36
