        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        5.43        5.43
3        28.96        0.00
4        19.49        0.00
5        19.49        0.00
6        4.58        4.58
7        4.58        4.58
8        4.58        4.58
9        0.00        0.00
10        0.00        0.00
11        0.00        0.00
12        0.00        2.21
13        0.00        2.21
14        2.21        2.21
15        0.00        0.00
16        0.00        0.00
17        5.45        5.45
18        0.00        6.70
19        0.00        6.70
20        0.00        12.15
