        CG/HBCS        CG/ScaleStar
1        31.10        0.07
2        33.12        0.34
3        23.08        0.09
4        20.67        2.41
5        0.69        9.86
6        1.26        16.29
7        3.65        20.61
8        3.84        23.51
9        5.49        26.35
10        7.17        28.50
11        8.13        30.15
12        8.86        31.64
13        9.71        32.93
14        10.52        33.98
15        10.08        34.89
16        10.85        35.75
17        11.04        36.47
18        11.30        37.10
19        11.78        37.74
20        0.00        38.26
