        CG/HBCS        CG/ScaleStar
1        33.13        0.13
2        35.20        0.27
3        21.72        -0.02
4        18.60        2.40
5        4.41        10.22
6        1.13        16.17
7        3.59        20.54
8        4.56        23.49
9        5.84        26.26
10        7.09        28.38
11        8.43        30.04
12        9.27        31.53
13        9.90        32.79
14        10.17        33.83
15        10.44        34.79
16        10.84        35.63
17        11.03        36.35
18        11.53        37.01
19        11.67        37.60
20        0.00        38.15
