        CG/HBCS        CG/ScaleStar
1        39.81        0.19
2        40.78        0.09
3        30.08        8.24
4        8.59        17.38
5        -0.05        23.27
6        1.70        27.27
7        3.56        30.24
8        4.75        32.48
9        5.55        34.16
10        6.20        35.53
11        6.92        36.66
12        7.13        37.61
13        7.37        38.42
14        7.82        39.09
15        8.06        39.74
16        8.13        40.27
17        8.20        40.77
18        8.39        41.19
19        8.63        41.57
20        0.00        41.91
