        CG/HBCS        CG/ScaleStar
1        24.39        18.39
2        21.38        -5.32
3        35.90        1.95
4        38.25        19.91
5        37.52        25.46
6        24.74        7.79
7        22.58        0.00
8        0.00        8.91
9        -3.48        10.44
10        1.49        9.89
11        8.03        12.75
12        4.44        4.58
13        8.03        8.17
14        11.35        11.49
15        14.90        16.68
16        11.50        13.36
17        9.79        16.68
18        8.76        19.43
19        8.76        19.43
20        0.00        19.43
