        CG/HBCS        CG/ScaleStar
1        32.52        0.06
2        35.55        0.17
3        27.04        0.00
4        13.14        -1.38
5        8.51        7.65
6        0.39        13.97
7        2.92        18.14
8        4.96        21.87
9        6.26        24.74
10        6.67        26.76
11        8.16        28.75
12        8.94        30.26
13        9.78        31.57
14        10.60        32.77
15        11.08        33.70
16        11.17        34.64
17        10.97        35.44
18        11.42        36.11
19        11.51        36.77
20        0.00        37.37
