        CG/HBCS        CG/ScaleStar
1        28.60        -3.02
2        34.39        0.14
3        32.81        -0.63
4        19.62        0.14
5        3.58        1.44
6        0.65        7.96
7        0.86        13.44
8        2.78        17.19
9        5.40        20.55
10        7.50        22.98
11        8.75        25.24
12        9.78        26.95
13        10.76        28.64
14        10.82        29.94
15        11.37        31.11
16        11.07        32.15
17        12.02        33.07
18        12.78        33.88
19        12.70        34.66
20        0.00        35.36
