        CG/HBCS        CG/ScaleStar
1        16.01        -11.52
2        29.99        0.31
3        34.58        0.98
4        23.74        -0.12
5        2.99        -1.27
6        3.28        4.10
7        1.10        8.99
8        4.09        14.23
9        4.09        17.34
10        6.34        20.59
11        7.69        22.58
12        9.90        24.86
13        10.25        26.36
14        11.46        28.08
15        12.41        29.21
16        12.76        30.49
17        13.37        31.40
18        13.01        32.37
19        13.93        33.17
20        0.00        33.94
