        CG/HBCS        CG/ScaleStar
1        33.27        -0.02
2        37.45        -0.05
3        32.89        -1.27
4        10.87        9.08
5        2.96        16.65
6        1.08        21.66
7        3.79        25.33
8        5.56        28.06
9        5.80        30.03
10        6.70        31.83
11        7.43        33.27
12        8.25        34.53
13        8.72        35.63
14        8.98        36.51
15        9.12        37.28
16        9.70        37.94
17        10.11        38.54
18        10.39        39.10
19        10.51        39.62
20        0.00        40.03
