        CG/HBCS        CG/ScaleStar
1        20.37        0.39
2        24.66        0.07
3        27.10        0.28
4        29.86        -0.00
5        15.99        0.19
6        3.16        0.26
7        1.17        5.71
8        3.78        10.25
9        6.26        14.47
10        6.94        17.25
11        8.43        20.25
12        8.49        22.31
13        9.56        24.15
14        10.99        25.75
15        11.60        27.03
16        12.72        28.50
17        13.65        29.54
18        14.20        30.66
19        14.52        31.49
20        0.00        32.32
