        CG/HBCS        CG/ScaleStar
1        32.59        -0.04
2        34.83        0.05
3        28.01        0.02
4        6.77        -0.89
5        8.25        7.60
6        0.52        14.04
7        3.23        18.33
8        4.85        21.94
9        7.11        24.78
10        7.33        26.90
11        7.86        28.80
12        8.93        30.35
13        9.81        31.62
14        10.53        32.82
15        10.73        33.77
16        11.28        34.71
17        11.73        35.51
18        11.82        36.22
19        11.98        36.87
20        12.07        37.44
