        CG/HBCS        CG/ScaleStar
1        12.31        -0.18
2        23.13        0.29
3        17.82        0.80
4        16.24        0.27
5        8.75        0.16
6        9.30        0.24
7        3.51        0.45
8        1.16        1.13
9        1.48        5.11
10        3.80        8.75
11        7.98        12.71
12        9.54        15.12
13        11.13        17.32
14        12.24        19.46
15        12.75        21.25
16        12.68        22.66
17        13.19        24.15
18        14.71        25.47
19        15.99        26.59
20        0.00        27.76
