        CG/HBCS        CG/ScaleStar
1        33.47        0.07
2        37.66        -0.13
3        31.57        -1.16
4        11.25        9.70
5        1.13        16.81
6        1.17        21.66
7        3.60        25.31
8        5.23        28.07
9        6.09        30.14
10        6.54        31.88
11        7.57        33.32
12        8.31        34.52
13        8.94        35.60
14        9.30        36.49
15        9.28        37.24
16        9.64        37.92
17        9.81        38.53
18        9.99        39.09
19        10.33        39.58
20        0.00        40.02
