        CG/HBCS        CG/ScaleStar
1        34.69        0.06
2        40.77        -0.11
3        28.48        3.35
4        8.17        13.55
5        0.03        20.04
6        2.35        24.39
7        3.43        27.50
8        4.38        29.99
9        5.85        31.92
10        6.81        33.55
11        7.24        34.85
12        7.82        35.97
13        8.19        36.90
14        8.58        37.72
15        8.77        38.40
16        8.80        39.04
17        9.16        39.59
18        9.25        40.09
19        9.48        40.54
20        0.00        40.92
