        CG/HBCS        CG/ScaleStar
1        32.66        -0.03
2        33.96        0.13
3        31.08        -0.01
4        11.38        0.09
5        3.54        4.53
6        0.75        10.79
7        1.71        16.04
8        4.49        19.96
9        5.99        22.59
10        8.02        25.22
11        8.35        27.01
12        9.24        28.83
13        10.09        30.23
14        10.77        31.47
15        11.26        32.61
16        11.48        33.50
17        12.19        34.41
18        12.68        35.15
19        12.54        35.84
20        0.00        36.45
