        CG/HBCS        CG/ScaleStar
1        14.37        0.40
2        21.89        0.32
3        15.82        0.14
4        8.11        0.49
5        4.27        -0.12
6        14.97        -0.05
7        5.60        0.26
8        0.85        0.88
9        1.53        4.87
10        4.30        8.42
11        7.75        12.39
12        8.32        14.91
13        10.29        17.03
14        12.39        18.97
15        13.95        21.05
16        14.54        22.62
17        14.69        24.10
18        15.04        25.42
19        14.17        26.58
20        0.00        27.76
