        CG/HBCS        CG/ScaleStar
1        37.14        0.18
2        41.88        0.04
3        26.71        5.19
4        11.98        15.04
5        0.32        21.24
6        1.91        25.50
7        3.21        28.58
8        4.50        30.94
9        5.48        32.79
10        6.43        34.32
11        7.04        35.57
12        7.53        36.63
13        8.24        37.51
14        8.55        38.24
15        8.54        38.94
16        8.70        39.52
17        8.92        40.04
18        9.14        40.51
19        9.20        40.94
20        0.00        41.31
