        CG/HBCS        CG/ScaleStar
1        11.30        0.85
2        25.55        0.00
3        19.23        1.39
4        14.59        1.35
5        2.29        1.64
6        2.89        0.02
7        10.76        0.04
8        2.22        0.21
9        0.15        -0.74
10        2.04        2.74
11        3.83        6.29
12        5.05        8.91
13        8.71        12.75
14        10.69        14.64
15        11.12        16.36
16        11.05        18.41
17        13.03        20.23
18        14.38        21.47
19        15.90        22.86
20        0.00        24.19
