        CG/HBCS        CG/ScaleStar
1        33.15        0.02
2        35.45        -0.88
3        32.48        -1.12
4        15.48        7.38
5        0.05        14.90
6        0.85        20.13
7        2.58        23.62
8        4.65        26.59
9        6.28        28.87
10        6.97        30.80
11        7.81        32.36
12        8.35        33.56
13        8.69        34.73
14        9.36        35.72
15        9.84        36.55
16        9.88        37.23
17        10.06        37.90
18        10.14        38.47
19        10.58        39.00
20        0.00        39.47
