        CG/HBCS        CG/ScaleStar
1        32.58        0.03
2        34.86        0.12
3        27.47        0.10
4        9.18        -0.34
5        11.92        7.60
6        0.33        13.97
7        2.87        18.29
8        5.28        21.92
9        6.50        24.75
10        6.86        26.82
11        7.79        28.77
12        9.11        30.34
13        9.82        31.64
14        10.42        32.83
15        10.96        33.78
16        11.60        34.66
17        12.24        35.51
18        11.92        36.17
19        12.03        36.83
20        0.00        37.40
