        CG/HBCS        CG/ScaleStar
1        32.86        0.14
2        35.32        -0.89
3        32.03        -0.83
4        15.97        7.43
5        0.38        15.00
6        0.67        20.28
7        2.66        23.88
8        4.58        26.73
9        6.06        29.07
10        7.08        30.95
11        7.70        32.42
12        8.06        33.69
13        8.93        34.83
14        9.48        35.83
15        9.91        36.64
16        10.13        37.33
17        10.30        37.99
18        10.39        38.56
19        10.76        39.09
20        0.00        39.55
