        CG/HBCS        CG/ScaleStar
1        18.84        0.91
2        20.90        0.03
3        15.99        0.31
4        22.77        2.37
5        22.55        0.30
6        5.46        0.34
7        0.04        1.54
8        1.68        6.12
9        5.53        10.37
10        7.63        14.02
11        8.67        16.77
12        10.37        19.35
13        10.91        21.29
14        12.11        23.16
15        12.20        24.80
16        12.84        26.14
17        13.21        27.29
18        13.79        28.44
19        14.47        29.41
20        0.00        30.36
