        CG/HBCS        CG/ScaleStar
1        37.18        0.07
2        41.48        0.06
3        26.44        5.26
4        12.74        15.17
5        0.68        21.35
6        2.14        25.58
7        3.38        28.68
8        4.86        31.03
9        5.86        32.87
10        6.47        34.36
11        6.77        35.63
12        7.61        36.69
13        8.00        37.57
14        8.27        38.32
15        8.61        38.97
16        8.89        39.57
17        8.93        40.09
18        9.29        40.55
19        9.40        40.99
20        0.00        41.35
