        CG/HBCS        CG/ScaleStar
1        37.23        0.14
2        41.22        -0.01
3        27.81        5.06
4        15.16        15.02
5        1.96        21.22
6        2.22        25.44
7        3.28        28.57
8        4.77        30.93
9        5.94        32.77
10        6.30        34.29
11        7.10        35.54
12        7.59        36.59
13        7.94        37.47
14        8.42        38.24
15        8.69        38.90
16        8.62        39.48
17        8.80        40.03
18        8.99        40.48
19        9.23        40.92
20        0.00        41.28
