        CG/HBCS        CG/ScaleStar
1        15.73        -0.11
2        22.04        0.12
3        14.97        -0.08
4        21.80        -3.14
5        22.73        0.08
6        11.83        0.07
7        0.08        1.30
8        2.50        6.18
9        5.81        10.27
10        7.55        13.96
11        7.68        16.65
12        9.06        18.86
13        10.96        21.20
14        11.85        22.89
15        12.68        24.66
16        12.91        26.03
17        13.21        27.23
18        14.07        28.44
19        14.68        29.42
20        0.00        30.36
