        CG/HBCS        CG/ScaleStar
1        32.78        0.02
2        35.03        0.14
3        28.65        0.14
4        18.58        4.93
5        -0.05        13.11
6        1.43        18.05
7        3.22        22.28
8        4.63        25.42
9        6.16        27.84
10        7.35        29.68
11        8.02        31.38
12        8.77        32.76
13        8.91        33.90
14        9.55        34.90
15        10.22        35.83
16        10.38        36.61
17        10.73        37.24
18        10.89        37.87
19        11.27        38.44
20        0.00        38.93
