        CG/HBCS        CG/ScaleStar
1        40.12        0.22
2        41.28        0.03
3        30.65        8.27
4        9.24        17.49
5        0.13        23.29
6        1.60        27.33
7        3.64        30.25
8        4.51        32.52
9        5.46        34.21
10        6.10        35.64
11        6.85        36.73
12        7.21        37.65
13        7.59        38.48
14        7.62        39.18
15        7.87        39.80
16        8.06        40.33
17        8.32        40.82
18        8.66        41.26
19        8.71        41.64
20        0.00        41.98
