        CG/HBCS        CG/ScaleStar
1        33.37        0.07
2        37.53        -0.41
3        32.01        0.18
4        18.98        7.43
5        0.13        14.99
6        1.36        20.31
7        2.72        23.81
8        5.10        26.78
9        6.47        29.11
10        7.25        30.96
11        8.01        32.43
12        8.17        33.68
13        9.04        34.82
14        9.52        35.77
15        9.89        36.62
16        9.93        37.31
17        10.23        37.97
18        10.01        38.53
19        10.43        39.07
20        0.00        39.54
