        CG/HBCS        CG/ScaleStar
1        34.12        0.11
2        40.77        0.04
3        27.76        3.35
4        11.55        13.58
5        0.04        20.01
6        2.27        24.27
7        3.25        27.48
8        4.50        29.97
9        5.97        31.91
10        6.72        33.51
11        7.29        34.85
12        7.70        35.96
13        8.21        36.89
14        8.32        37.71
15        8.82        38.41
16        9.07        39.03
17        9.28        39.59
18        9.47        40.09
19        9.58        40.54
20        0.00        40.92
