        CG/HBCS        CG/ScaleStar
1        21.70        0.92
2        24.00        -0.06
3        30.72        0.36
4        28.56        0.03
5        7.02        0.05
6        3.16        0.64
7        1.80        5.96
8        3.83        10.48
9        5.76        14.68
10        6.53        17.61
11        7.61        20.39
12        8.23        22.39
13        9.64        24.43
14        11.35        25.96
15        11.81        27.23
16        12.78        28.64
17        13.99        29.63
18        14.06        30.75
19        14.69        31.61
20        0.00        32.42
