        CG/HBCS        CG/ScaleStar
1        11.61        1.16
2        23.47        -1.20
3        12.39        0.68
4        11.46        0.21
5        0.31        0.31
6        8.03        -0.01
7        2.32        -0.05
8        4.01        0.10
9        -0.06        -1.01
10        1.47        2.99
11        4.20        6.34
12        5.97        8.99
13        9.80        12.69
14        10.01        14.79
15        10.32        16.79
16        11.79        18.16
17        14.20        20.39
18        13.64        21.59
19        15.08        22.89
20        0.00        24.29
