        CG/HBCS        CG/ScaleStar
1        13.24        0.76
2        24.14        0.00
3        16.86        0.18
4        8.89        1.20
5        16.39        0.00
6        15.74        0.24
7        -0.34        -0.99
8        -0.10        0.74
9        1.18        5.20
10        3.14        8.61
11        6.70        12.10
12        9.02        15.08
13        10.31        17.12
14        10.58        19.51
15        12.14        21.27
16        12.92        22.65
17        14.55        24.10
18        15.90        25.50
19        15.27        26.60
20        0.00        27.76
