        CG/HBCS        CG/ScaleStar
1        37.18        -0.00
2        40.74        0.07
3        27.97        5.20
4        13.78        15.16
5        0.38        21.31
6        2.35        25.54
7        3.35        28.66
8        4.87        31.02
9        5.90        32.88
10        6.36        34.37
11        7.17        35.62
12        7.55        36.67
13        7.87        37.54
14        8.20        38.29
15        8.36        38.98
16        8.62        39.55
17        8.95        40.09
18        9.11        40.55
19        9.32        40.98
20        0.00        41.35
