        CG/HBCS        CG/ScaleStar
1        32.28        0.03
2        34.85        0.11
3        23.80        0.04
4        15.90        2.45
5        5.39        10.07
6        1.34        16.18
7        3.55        20.48
8        4.54        23.51
9        6.07        26.22
10        7.23        28.36
11        8.34        29.97
12        9.03        31.49
13        10.01        32.78
14        10.30        33.78
15        10.42        34.79
16        10.36        35.63
17        10.94        36.32
18        11.36        36.98
19        11.71        37.60
20        0.00        38.13
