        CG/HBCS        CG/ScaleStar
1        39.38        0.14
2        41.46        0.04
3        28.74        8.60
4        7.97        17.60
5        0.21        23.36
6        1.95        27.37
7        3.44        30.26
8        4.60        32.45
9        5.33        34.17
10        6.19        35.56
11        6.95        36.69
12        7.23        37.65
13        7.37        38.44
14        7.64        39.14
15        8.14        39.74
16        8.29        40.30
17        8.56        40.76
18        8.68        41.22
19        8.80        41.60
20        8.83        41.94
