        CG/HBCS        CG/ScaleStar
1        12.83        0.77
2        26.91        -0.62
3        19.55        1.02
4        8.73        0.17
5        11.54        1.84
6        6.02        0.00
7        5.99        0.08
8        1.77        -0.20
9        -0.64        0.19
10        1.29        2.68
11        3.80        6.06
12        6.16        9.52
13        7.87        12.12
14        10.33        14.48
15        11.38        16.54
16        12.76        18.19
17        14.72        20.02
18        15.64        21.44
19        15.22        22.75
20        0.00        24.16
