        CG/HBCS        CG/ScaleStar
1        19.58        1.10
2        21.98        0.22
3        22.24        0.42
4        26.84        0.07
5        14.39        0.01
6        3.38        0.15
7        2.15        5.84
8        5.00        10.67
9        5.82        14.49
10        6.98        17.62
11        8.52        20.21
12        9.21        22.30
13        10.37        24.20
14        11.48        25.81
15        11.78        27.17
16        12.66        28.51
17        12.86        29.58
18        14.15        30.64
19        14.72        31.49
20        0.00        32.35
