        CG/HBCS        CG/ScaleStar
1        20.97        0.51
2        23.71        0.15
3        25.19        0.28
4        28.79        0.06
5        13.09        0.05
6        1.43        0.22
7        1.41        5.67
8        4.27        10.26
9        6.02        14.42
10        8.39        17.38
11        9.17        20.21
12        8.54        22.29
13        9.75        24.22
14        10.80        25.79
15        11.97        27.05
16        12.67        28.46
17        13.69        29.49
18        14.40        30.62
19        14.45        31.49
20        0.00        32.35
