        CG/HBCS        CG/ScaleStar
1        11.97        -6.87
2        21.58        -0.12
3        29.27        0.14
4        24.33        0.03
5        16.41        0.03
6        0.21        0.21
7        1.82        5.78
8        3.60        10.16
9        5.76        14.44
10        7.27        17.06
11        8.10        20.23
12        8.65        22.18
13        9.51        24.05
14        10.86        25.81
15        12.02        27.05
16        12.53        28.59
17        13.45        29.57
18        14.62        30.63
19        15.30        31.53
20        0.00        32.38
