        CG/HBCS        CG/ScaleStar
1        33.03        0.13
2        39.23        0.01
3        31.62        -1.15
4        10.28        9.33
5        0.23        16.81
6        1.00        21.70
7        3.56        25.34
8        5.47        28.09
9        5.93        30.07
10        6.84        31.87
11        7.59        33.36
12        8.37        34.57
13        8.92        35.65
14        9.11        36.50
15        9.35        37.29
16        9.88        37.99
17        9.69        38.59
18        9.87        39.14
19        10.19        39.66
20        0.00        40.10
