        CG/HBCS        CG/ScaleStar
1        32.63        -0.03
2        34.77        0.32
3        25.81        0.07
4        11.41        0.00
5        8.64        7.70
6        0.41        13.91
7        2.50        18.01
8        5.31        21.85
9        6.54        24.71
10        6.86        26.72
11        7.84        28.71
12        8.84        30.22
13        9.73        31.56
14        10.24        32.76
15        10.53        33.68
16        11.33        34.64
17        11.55        35.44
18        11.76        36.10
19        12.40        36.80
20        0.00        37.36
