        CG/HBCS        CG/ScaleStar
1        36.62        0.14
2        41.05        0.03
3        28.54        5.20
4        13.40        15.01
5        0.39        21.29
6        1.80        25.47
7        3.30        28.57
8        4.90        30.91
9        6.07        32.78
10        6.25        34.30
11        7.04        35.57
12        7.59        36.59
13        8.08        37.48
14        8.29        38.24
15        8.77        38.91
16        8.95        39.49
17        8.95        40.00
18        9.18        40.48
19        9.29        40.91
20        0.00        41.26
