        CG/HBCS        CG/ScaleStar
1        33.20        0.17
2        39.55        -0.04
3        31.46        -1.52
4        9.19        9.26
5        0.40        16.72
6        0.93        21.74
7        3.56        25.36
8        4.91        28.09
9        5.91        30.15
10        6.77        31.91
11        7.64        33.36
12        8.50        34.64
13        8.85        35.71
14        9.14        36.59
15        9.26        37.32
16        9.26        38.03
17        9.60        38.62
18        9.84        39.19
19        10.18        39.70
20        10.38        40.13
