        CG/HBCS        CG/ScaleStar
1        12.37        -6.68
2        26.33        0.04
3        22.28        0.47
4        28.39        -0.27
5        14.97        0.21
6        0.73        -0.40
7        1.41        5.35
8        2.11        9.48
9        5.16        14.38
10        6.18        17.04
11        7.63        20.03
12        8.00        22.04
13        10.19        24.27
14        10.41        25.92
15        11.53        27.11
16        12.97        28.53
17        13.59        29.50
18        14.24        30.61
19        13.66        31.45
20        0.00        32.34
